CVE-2006-7206++ibm++nvd-861	"""a victim's browser to crash"""	"an ""invalid memory access "" in the sysfreestring function"	0
CVE-2016-5418++openwall++nvd-951	a file overwrite outside the extraction directory	a crafted archive file	0
CVE-2015-8088++ibm++nvd-2031	sending an overly long /dev/hifi_misc input	a crafted application	0
CVE-2018-10751++ibm++nvd-1688	an integer overflow in omacp wbxml string extension processing	a malformed omacp wap push message	0
CVE-2013-6356++ibm++exploitdb-479	persuading a victim to open a specially-crafted .reg file	improper restriction of operations within the bounds of a memory buffer	0
CVE-2006-6047++ibm++nvd-1347	"""send a specially-crafted url request to the index.php script using the 'f ' parameter"""	a .. (dot dot ) in the f parameter	0
CVE-2016-7392++ibm++nvd-1575	persuading a victim to open a specially-crafted bmp image file	a crafted bmp image file	1
CVE-2012-4424++ibm++nvd-2551	sending specially-crafted request containing invalid arguments	a long string that triggers a malloc failure and use of the alloca function	0
CVE-2016-6882++ibm++openwall-2663	conducting a lenstra side-channel attack	a faulty signature being sent to the client	1
CVE-2013-6194++exploitdb++nvd-837	timeout due to a process process execution after file write on the target disconnect end end	aka zdi-can-1905	0
CVE-2011-4862++ibm++nvd-650	sending specially-crafted commands to the server	as exploited in the wild in december 2011	0
CVE-2002-0953++exploitdb++nvd-2881	the remote file is a php script	a url to the code in the langcookie parameter	0
CVE-2002-2296++exploitdb++nvd-1593	create a malicious link to the login page of a site hosting the web forum	the num parameter	0
CVE-2009-4893++ibm++nvd-754	using unknown attack vectors	unspecified vectors	0
CVE-2002-0153++ibm++exploitdb-1933	create a malicious web page that calls a known applescript using the html file:// directive	maliciously crafted html-enabled e-mail	0
CVE-2012-2573++exploitdb++nvd-1971	send an email to the victim with the payload in the email body	(5 ) a crafted src attribute of an iframe element	0
CVE-2017-17576++ibm++nvd-1951	send specially-crafted sql statements to the browse-category.php	or service-provider.php ser parameter	0
CVE-2010-4245++openwall++nvd-2895	"""'match_names'"""	"""'match_names ' parameter"""	0
CVE-2008-2683++ibm++nvd-664	persuading a victim to visit a specially-crafted web page	specifying the origin url in the first argument to the downloadimagefileurl method	0
CVE-2016-5418++openwall++nvd-948	learn the same information from the update metadata available on the server	a crafted archive file	0
CVE-2014-8987++ibm++nvd-613	"""a specially-crafted url to execute script in a victim's web browser within the security context of the hosting web site"""	the config_option parameter	0
CVE-2015-5959++ibm++nvd-707	reading /logs/sql-error.log	reading /logs/sql-error.log	1
CVE-2014-2364++ibm++nvd-187	sending an overly long string to multiple parameters	(10 ) setbaud	0
CVE-2015-7940++openwall++nvd-1682	an invalid curve attack	does not validate a point is withing the elliptic curve	1
CVE-2017-7047++ibm++exploitdb-1543	using a specially-crafted application	sending a send right to the memory entry port in the underlying mach message	0
CVE-2016-6866++ibm++nvd-1571	using vectors involving invalid password hash	vectors involving an invalid password hash	1
CVE-2020-10648++ibm++openwall-3317	persuading a victim to open a specially-crafted fit image	modify the `default ` property of the `configurations ` node and the setup does not explicitly choose to boot a specific configuration	1
CVE-2013-1860++ibm++nvd-2923	using unknown attack vectors	a crafted cdc-wdm usb device	0
CVE-2008-3443++ibm++nvd-776	sending multiple overly long requests to a ruby socket	multiple long requests to a ruby socket	1
CVE-2016-10109++openwall++nvd-759	a malicious client	"a command that uses ""cardslist "" after the handle has been released through the scardreleasecontext function"	0
CVE-2010-0405++ibm++nvd-913	persuading a victim to open a specially-crafted compressed file	a crafted compressed file	0
CVE-2000-0329++exploitdb++nvd-1066	"""transfer a cab file onto the client's machine"""	an attachment and an embedded script in an html mail	0
CVE-2014-0131++ibm++openwall-1757	a use-after-free error in the skb_segment function	failing to collect garbage	0
CVE-2016-6836++ibm++nvd-2134	leveraging failure to initialize the txcq_descr object	leveraging failure to initialize the txcq_descr object	1
CVE-2012-0982++ibm++nvd-2633	send specially-crafted sql statements to the search.php script using the price_from parameter	the price_from parameter	1
CVE-2012-2573++exploitdb++nvd-1984	crating a new contact	(4 ) an onload attribute of a body element	0
CVE-2015-3088++ibm++exploitdb-1266	persuading a victim to visit a specially-crafted web site	write pointers to string to freed locations	0
CVE-2005-1070++ibm++exploitdb-716	send a specially-crafted url request to the index.php script containing sql commands in the st parameter of the members function	"""pass sql statements to the underlying database through the 'st ' parameter"""	0
CVE-2008-3751++ibm++nvd-72	send specially-crafted sql statements to the tr.php script using the id parameter	the id parameter	0
CVE-2002-1542++ibm++exploitdb-1756	sending a udp datagram of 8193 byes or more	sending a udp packet to the server that is 8193 or more bytes	1
CVE-2007-5607++ibm++nvd-734	persuading a victim to visit a specially-crafted web page that passes an overly long argument to the registrystring property	a long first argument	0
CVE-2015-5285++exploitdb++openwall-385	"""the get 'came_from ' parameter in the login instance"""	a malicious request	0
CVE-2011-1011++ibm++nvd-3373	creating a symbolic link from a temporary file to various files on the system	running a setuid application that relies on /tmp	0
CVE-2008-7247++ibm++nvd-2111	invoking create table with a data directory or index directory argument referring to a subdirectory that requires following this symlink	calling create table with a (1 ) data directory or (2 ) index directory argument referring to a subdirectory that requires following this symlink	1
CVE-2015-2562++ibm++nvd-2024	sort_order and filter_manufacturer_ids parameter	or (3 ) filter_manufacturer_ids in a displayproducts action to index.php	1
CVE-2009-1148++ibm++openwall-324	send a specially-crafted url request to specify a malicious file from a remote or the local system	directory traversal sequences in the file_path parameter	0
CVE-2011-2905++ibm++nvd-1825	persuading a victim into running the perf utility in a directory containing a malicious file	a crafted config file in the current working directory	0
CVE-2011-0640++openwall++nvd-53	connect an object of their choice to a usb port	as demonstrated by keyboard and mouse data sent by malware on a smartphone that the user connected to the computer	1
CVE-2015-2687++ibm++openwall-2181	the failure of live migration	disconnecting physical network interfaces	0
CVE-2017-14842++ibm++nvd-3259	"""send specially-crafted sql statements using the 'id ' parameter"""	the id parameter	0
CVE-2006-4945++ibm++nvd-2009	parameter to specify a malicious file from a remote system	a url in the _phplib[libdir ] parameter to (1 ) rechnung.php or (2 ) prepend.php	0
CVE-2008-2520++ibm++nvd-283	send a specially-crafted url request to the function.captcha.php	and (e ) system/admin/plugins/menu/menutree/plugin.php	0
CVE-2017-7411++ibm++openwall-739	using specially-crafted serialized objects	specially crafted serialized objects	1
CVE-2011-0021++openwall++nvd-1336	crafted cdg video	a crafted cdg video	1
CVE-2006-4927++ibm++nvd-1528	sending a specially-crafted irp to the ioctl function	and (3 ) 0x222adb	0
CVE-2008-7161++exploitdb++nvd-2679	specially-crafted http requests	fragmented get or post requests that use http/1.0 without the host header	0
CVE-2008-1483++openwall++nvd-1996	causing ssh to set display to :10	even when another process is listening on the associated port	1
CVE-2003-0376++ibm++nvd-1410	sending a malicious email with an attachment file name containing multiple dot (.) characters	an attachment converted argument with a large number of	0
CVE-2018-5391++ibm++nvd-264	sending specially crafted ip fragments with random offsets	sending specially crafted ip fragments	1
CVE-2011-0708++openwall++nvd-763	"""craft the value of the 'components ' variable (int )"""	an image with a crafted image file directory (ifd ) that triggers a buffer over-read	0
CVE-2016-2784++ibm++nvd-191	sending a specially crafted http get request and poisoning the web server cache	a crafted http host header in a request	1
CVE-2015-5155++ibm++openwall-2867	"sending a packet with specially crafted \\""nextoffset\\"" value and \\""extid\\"" value"	"a packet with crafted ""nextoffset "" value and ""extid "" value"	1
CVE-2011-0640++ibm++nvd-965	persuading a victim to connect a malicious usb device	as demonstrated by keyboard and mouse data sent by malware on a smartphone that the user connected to the computer	0
CVE-2008-0557++ibm++nvd-1459	send specially-crafted sql statements to the index.php script using the id parameter	the id parameter in a detail action	0
CVE-2014-9175++ibm++nvd-920	send specially-crafted sql statements to the wpdatatables.php script using the table_id parameter	the table_id parameter in a get_wdtable action to wp-admin/admin-ajax.php	0
CVE-2013-4508++ibm++openwall-2315	the configuration of weak ssl ciphers in the ssl.cipher-list	using vulnerable cipher	0
CVE-2008-2950++openwall++nvd-2805	specific pdf files	a crafted pdf document	1
CVE-2012-2573++exploitdb++nvd-1970	send an email to the victim with the payload in the email body	(4 ) an onload attribute of a body element	0
CVE-2006-4927++ibm++nvd-1526	sending a specially-crafted irp to the ioctl function	overwriting critical system addresses using a crafted irp to the ioctl functions (1 ) 0x222ad3	0
CVE-2016-5418++openwall++nvd-954	smuggle in files	a crafted archive file	0
CVE-2010-1635++openwall++nvd-1851	a crafted >	a negotiate protocol request with a certain 0x0003 field value followed by a session setup andx request with a certain 0x8003 field value	0
CVE-2008-5286++ibm++nvd-313	a png image containing a large height value	a png image with a large height value	1
CVE-2014-2364++exploitdb++nvd-2454	user controlled data through the getcolor function	(4 ) ccdparameter	0
CVE-2015-2562++ibm++nvd-2019	send specially-crafted sql statements using the search_category_id	the (1 ) search_category_id	1
CVE-2016-4453++ibm++nvd-2548	processing vga commands via its fifo buffer	a vga command	1
CVE-2015-8604++ibm++nvd-1047	send specially-crafted sql statements to the graphs_new.php script using the cg_g parameter	the cg_g parameter in a save action	0
CVE-2010-4598++ibm++nvd-2682	send a specially-crafted request	a .. (dot dot ) in the file_name parameter in an open request .	0
CVE-2009-1955++ibm++openwall-2747	consume all available memory resources	a denial of service	0
CVE-2011-5160++ibm++nvd-1246	"""using the site parameter in a specially-crafted url to execute script in a victim's web browser within the security context of the hosting web site"""	the site parameter	1
CVE-2008-1080++ibm++openwall-135	persuading a victim to visit a malicious web page and type target filename characters	crafted attribute values in an xml document	0
CVE-2017-17875++ibm++nvd-2333	"""send specially-crafted sql statements to the index.php script using the 'id ' parameter"""	the id parameter in a view=category action	1
CVE-2014-4717++ibm++nvd-427	persuading an authenticated user to visit a malicious web site	(4 ) category/archive pages or (5 ) post excerpts	0
CVE-2009-1210++ibm++nvd-1377	sending specially-crafted packets captured off the wire containing malicious format string specifiers in the station name	a pn-dcp packet with format string specifiers in the station name	1
CVE-2013-4200++ibm++openwall-822	"""possibly retrieve the user's session cookie"""	certain object methods	0
CVE-2014-2364++exploitdb++nvd-2463	user controlled data through the getcolor function	or (c ) webdact.ocx	0
CVE-2017-9417++ibm++nvd-974	using unknown attack vectors	unspecified vectors	1
CVE-2010-4262++ibm++openwall-1244	persuading a victim to open a specially-crafted .fig file with color definition	a fig image with specially-crafted color definition	1
CVE-2013-7249++ibm++openwall-982	obtain sensitive information	a denial of service	0
CVE-2015-3110++ibm++exploitdb-193	persuading a victim to open a specially-crafted file	rocessing a crafted gif image with an invalid value in the “imageleftposition ” into the “imagedescriptor	1
CVE-2014-3635++ibm++nvd-1186	sending an overly long d-bus message	sending one more file descriptor than the limit	0
CVE-2006-5618++ibm++nvd-863	send a specially-crafted url request to the cat_for_aff.php script using the ad_direct parameter to specify a malicious file from the local system	a .. (dot dot ) sequence in the ad_direct parameter .	0
CVE-2017-7725++ibm++exploitdb-3249	sending a specially-crafted http get request	making http get request with a poisoned host header	1
CVE-2000-0329++exploitdb++nvd-1062	process the components of the cab file	an attachment and an embedded script in an html mail	0
CVE-2015-6127++ibm++exploitdb-2126	persuading a victim to open a specially-crafted file	convincing him to open a malicious mcl file	0
CVE-2017-7411++ibm++openwall-18	using specially-crafted serialized objects	using the unserialize() function with a value	1
CVE-2013-3221++openwall++nvd-1616	queries like this	a crafted value	0
CVE-2016-1576++exploitdb++openwall-2849	copy_up including all file attributes	having control over the fuse process simulating the filesystem	1
CVE-2018-11793++ibm++openwall-1866	using specially-crafted json structures	parsing deeply	0
CVE-2014-8987++ibm++nvd-3123	"""a specially-crafted url to execute script in a victim's web browser within the security context of the hosting web site"""	the config_option parameter	0
CVE-2006-1292++ibm++exploitdb-546	send a specially-crafted url request using the cookie_language or cookie_style parameter to specify an arbitrary file from the local system	injecting some code in log files	0
CVE-2015-6127++exploitdb++nvd-538	a specially crafted mcl file	a crafted	0
CVE-2010-2947++ibm++nvd-2769	sending an overly long string argument	a string that is inconsistent with the expected number of fields	0
CVE-2003-0763++ibm++nvd-1852	create a malicious url link to a script containing embedded script in the ?page variable	the method parameter	0
CVE-2009-1617++ibm++nvd-2964	modifying the twltadmin cookie	a userid=1&lvl=1 value for the twltadmin cookie	1
CVE-2006-0738++ibm++exploitdb-2778	embedding malicious format strings in a sdp message	malformed voip headers	1
CVE-2016-9920++ibm++openwall-2829	sending a specially-crafted request	mail()	1
CVE-2002-2258++ibm++nvd-1638	sending an http post request to the web server with an overly long http content-length header	an http post request with a (1 ) large integer or (2 ) non-numeric value in the content-length header	0
CVE-2015-4171++openwall++nvd-2898	a ca-issued certificate	using a valid certificate and then reading the responses	1
CVE-2017-8683++ibm++nvd-2687	executing a specially-crafted program	the way it handles embedded fonts	0
CVE-2009-0390++ibm++nvd-1172	"injecting \\""kill\\"" command arguments into the /tmp/enomalism2.pid temporary file"	populating the /tmp/enomalism2.pid file with command-line arguments for the kill program	1
CVE-2009-3323++ibm++nvd-3082	send a specially-crafted url request to the common_functions.php	and (4 ) lib_slots.php in include/lib/.	1
CVE-2007-6581++ibm++nvd-2271	send a specially-crafted url request to multiple scripts using the global_lang parameter to specify a malicious file from the local system	or (3 ) header_group.php ; or (4 ) admin_header_album.php	0
CVE-2016-6491++ibm++nvd-3007	persuading a victim to open a specially crafted file	a crafted image	1
CVE-2009-3323++ibm++nvd-3079	send a specially-crafted url request to the common_functions.php	a url in the baros_path parameter to (1 ) include/common_functions.php	1
CVE-2012-2573++exploitdb++nvd-1982	crating a new contact	(2 ) a crafted cascading style sheets (css ) expression property	0
CVE-2011-3352++ibm++openwall-485	"""using the themename parameter in a specially-crafted url to execute arbitrary html or web script code in a victim's web browser within the security context of the hosting web site"""	"""not properly sanitize the 'themename ' parameter"""	1
CVE-2013-4160++ibm++nvd-1359	persuading a victim to open a specially-crafted image file	(2 ) cmspipelinedup	0
CVE-2008-3124++ibm++nvd-2351	send specially-crafted sql statements to the index.php script using the file parameter	the file parameter	0
CVE-2014-4717++ibm++nvd-424	persuading an authenticated user to visit a malicious web site	which is not properly handled in the homepage	0
CVE-2017-15102++ibm++nvd-2527	using a specially-crafted usb device	leveraging a write-what-where condition that occurs after a race condition and a null pointer dereference	1
CVE-2014-2364++ibm++nvd-184	sending an overly long string to multiple parameters	(7 ) getparameter	0
CVE-2009-1148++ibm++openwall-325	send a specially-crafted url request to specify a malicious file from a remote or the local system	the save action	0
CVE-2015-1563++ibm++openwall-3112	a denial of service on the host system	a denial of service	1
CVE-2017-16952++ibm++nvd-2781	persuading a victim to open a specially-crafted .nsv file	a crafted nsv file	1
CVE-2009-1085++ibm++nvd-2662	sending a direct request	a direct request for misc/cron/archive.sh	1
CVE-2009-4896++ibm++openwall-1330	send a specially-crafted url request containing directory traversal sequences in the list variable to write or delete arbitrary files from the system	php-admin web interface	0
CVE-2016-1576++ibm++openwall-2339	mounting an overlayfs filesystem on top of a fuse filesystem and executing a setuid program	having control over the fuse process simulating the filesystem	0
CVE-2009-3579++ibm++nvd-2855	"""using value parameter in a get request to cookie / to execute script in a victim's web browser within the security context of the hosting web site"""	the value parameter in a get request to cookie/.	1
CVE-2016-6350++openwall++nvd-1773	a sysctl read	a sysctl call with a path starting with 10	1
CVE-2007-3554++ibm++nvd-163	persuading a victim to view a specially-crafted web page that passes an overly long argument to the queryhub parameter	a long argument to the queryhub function	0
CVE-2012-3377++ibm++nvd-1075	persuading a victim to open a specially-crafted ogg file	a crafted ogg file	1
CVE-2015-8981++ibm++nvd-3067	persuading a victim to open a specially-crafted pdf file	vectors related to m_offsets.size	0
CVE-2017-11320++ibm++exploitdb-900	using the nearby ssid to inject malicious script into a web page	send the credentials from backup settings	0
CVE-2010-1635++openwall++nvd-1849	"""sending a specific 'sessions setup andx ' query"""	a negotiate protocol request with a certain 0x0003 field value followed by a session setup andx request with a certain 0x8003 field value	0
CVE-2010-1744++ibm++nvd-1220	send specially-crafted sql statements to the products.html page using the id parameter	the id parameter	0
CVE-2005-0847++ibm++nvd-1292	cause the server to stop accepting legitimate connections resulting in a denial of service	a large number of connections	0
CVE-2009-1301++openwall++nvd-2331	an id3 tag with a negative encoding value	an id3 tag with a negative encoding value	1
CVE-2016-6250++ibm++nvd-938	persuading a victim to open a specially crafted file	vectors related to verifying filename lengths when writing an iso9660 archive	0
CVE-2013-4668++ibm++openwall-1304	send a specially-crafted url request to the extract_archive_thread() function in fr-archive-libarchive.c containing dot dot sequences (/../) to view and obtain arbitrary files on the system	insufficient path sanitization	0
CVE-2012-0002++exploitdb++nvd-467	the maxchannelids field of the t.125 connectmcspdu packet	sending crafted rdp packets triggering access to an object that (1 ) was not properly initialized or (2 ) is deleted	1
CVE-2012-3355++ibm++nvd-3111	creating a symbolic link from a temporary file to various files on the system	a symlink attack on a temporary html template file in the /tmp/context directory	1
CVE-2018-13417++ibm++exploitdb-2756	persuading a victim to open specially-crafted xml content	hosting a specially crafted xml file at that location	1
CVE-2001-1178++exploitdb++nvd-3311	inserting 70000 characters into the manpath variable	a long manpath environment variable	1
CVE-2008-2931++ibm++openwall-90	improper verification of caller cap_sys_admin capability in the do_change_type function	missing check before setting mount propagation	1
CVE-2017-8842++ibm++nvd-1247	using a specially-crafted archive	a crafted archive	0
CVE-2017-8843++openwall++nvd-667	a read memory access	a crafted archive	0
CVE-2008-2683++ibm++nvd-665	persuading a victim to visit a specially-crafted web page	and the local filename in the second argument	0
CVE-2001-0609++ibm++exploitdb-1803	gain elevated privileges	attain root privileges and execute arbitrary code	0
CVE-2012-2112++openwall++nvd-3017	failing to properly encode the output	exception messages	0
CVE-2013-1809++openwall++nvd-474	a (temorary files ) directory hijack	move or manipulate directory contents or perform symlink attacks	1
CVE-2011-0003++ibm++nvd-1093	"""hijack the victim's click actions and possibly launch further attacks against the victim"""	unspecified vectors	0
CVE-2000-0329++exploitdb++nvd-1057	splitting up our code into two functions	"aka the ""active setup control "" vulnerability"	0
CVE-2009-1194++openwall++nvd-3270	heap allocation size	as demonstrated by a long document.location value in firefox	0
CVE-2016-6185++ibm++openwall-413	sending specially crafted data to the xsloader component	uses caller() information to locate the .so file to load	0
CVE-2017-1000083++exploitdb++openwall-1202	create the malicious .cbt file run	creating a tar archive with an embedded file	0
CVE-2008-3701++ibm++nvd-364	send specially-crafted sql statements to the index.php script using the customfieldlinkid parameter	the customfieldlinkid parameter in a delcflink action	1
CVE-2004-1857++ibm++nvd-1136	"create a specially-crafted url request to the setinfo.hts script containing \\""dot dot\\"" sequences (../) to traverse directories and view arbitrary files outside of the web root directory and execute arbitrary hts files on the system"	a .. (dot dot ) in the setinclude parameter .	1
CVE-2012-2127++ibm++openwall-2759	making many connections to a daemon that uses pid namespaces to isolate clients	vsftpd	1
CVE-2010-3859++ibm++nvd-1369	sending a specially-crafted sendmsg() call using tipc sockets	a crafted sendmsg call that triggers a heap-based buffer overflow	0
CVE-2015-6806++ibm++openwall-1489	sending a specially-crafted request	"displaying a file with ""cat "" inside screen"	0
CVE-2008-2931++ibm++nvd-2245	gain elevated privileges or cause a denial of service	modifying the properties of a mountpoint	0
CVE-2010-5001++exploitdb++nvd-2496	send emails to contacts with the built-in email client	the id parameter	0
CVE-2012-5002++exploitdb++nvd-2704	supplying a long string of data to the user command	a long user ftp command	1
CVE-2008-1914++ibm++nvd-3114	sending an overly long http get request to tcp port 6080	a long uri in a request to tcp port 6080	1
CVE-2013-4508++openwall++nvd-1411	using vulnerable cipher	inserting packets into the client-server data stream or obtain sensitive information	0
CVE-2014-9016++ibm++nvd-214	sending a specially-crafted request	a crafted request	1
CVE-2012-2573++exploitdb++nvd-1980	send an email to the victim with the payload in the e-mail body	"or (7 ) a data : url in the content attribute of an http-equiv=""refresh "" meta element"	0
CVE-2014-2364++exploitdb++nvd-2460	user controlled data through the getcolor function	(10 ) setbaud	0
CVE-2012-4444++openwall++nvd-2932	accepting overlapping fragmented ipv6 packets	overlapping ipv6 fragments	1
CVE-2012-1112++openwall++nvd-694	include a file from the targeted host	a .. (dot dot ) in the select_users_template parameter to index.php .	0
CVE-2006-6493++ibm++nvd-3378	sending an ldap bind request containing overly long credential data	an ldap bind request using the ldap_auth_krbv41 authentication method and long credential data	1
CVE-2005-2842++ibm++nvd-1317	sending a specially-crafted packet to tcp port 6129 containing an overly long username value	the username	0
CVE-2008-5235++openwall++nvd-2665	vectors related to (1 ) a crafted ebml element    length processed by the parse_block_group function in    demux_matroska.c ; (2 ) a certain combination of sps	a crafted real media file	0
CVE-2003-0647++exploitdb++nvd-2745	sending 2 gigabytes of data to the device	an extremely long (2gb ) http get request	0
CVE-2017-12920++ibm++openwall-1454	persuading a victim to open a specially-crafted file	manipulating flashpix images	0
CVE-2007-5996++ibm++nvd-406	send specially-crafted sql statements to the searchresult.php script using the sbcat_id parameter	the sbcat_id parameter	1
CVE-2008-1832++openwall++nvd-1447	a symlink attack on the csvers temporary file	a symlink attack on the csvers temporary file	1
CVE-2002-2296++ibm++exploitdb-747	"and possibly modify the victim's password"""	create a malicious link to the login page of a site hosting the web forum	0
CVE-2006-5094++ibm++nvd-2050	send a specially-crafted url request to the functions_kb.php script using the phpbb_root_path parameter to specify a malicious file from a remote system	a url in the phpbb_root_path parameter	0
CVE-2013-4522++ibm++nvd-2749	sending a specially-crafted request	requesting a file that had been previously retrieved	0
CVE-2013-2074++ibm++openwall-2432	the printing out of the url when encountering an internal server error	include the username and password (if supplied ) to the    resource	0
CVE-2015-6127++ibm++nvd-3130	persuading a victim to open a specially-crafted file	a crafted	0
CVE-2011-1944++ibm++nvd-1704	persuading a victim to open a specially-crafted xml file	a crafted xml file that triggers a heap-based buffer overflow when adding a new namespace node	1
CVE-2007-6581++ibm++nvd-2269	send a specially-crafted url request to multiple scripts using the global_lang parameter to specify a malicious file from the local system	a .. (dot dot ) in the global_lang parameter to (1 ) header_album.php	0
CVE-2016-7185++exploitdb++nvd-3224	create a drive letter symbolic link	a crafted application	0
CVE-2004-1121++exploitdb++nvd-262	display false information in the status bar of an unsuspecting user	table tags	0
CVE-2009-3050++ibm++nvd-903	persuading a victim to process a specially-crafted html document containing an specially-crafted media size comment	a long media size comment	0
CVE-2010-4598++exploitdb++nvd-2357	download files from the disk where the server is installed through directory traversal	a .. (dot dot ) in the file_name parameter in an open request .	0
CVE-2018-11787++ibm++nvd-1631	sending a specially-crafted request	a web browser	0
CVE-2014-4717++ibm++nvd-423	persuading an authenticated user to visit a malicious web site	the (1 ) ssba_share_text parameter in a save action to wp-admin/options-general.php	0
CVE-2013-4494++ibm++openwall-1944	a lock order reversal error in page_alloc_lock and grant_table.lock	a malicious guest administrator	0
CVE-2009-1194++openwall++nvd-3269	heap allocation size	a long glyph string that triggers a heap-based buffer overflow	1
CVE-2015-0291++ibm++nvd-717	connecting to a server and renegotiating with an invalid clienthello signature algorithms extension	using an invalid signature_algorithms extension in the clienthello message during a renegotiation	0
CVE-2008-1080++ibm++openwall-136	persuading a victim to visit a malicious web page and type target filename characters	images that contain custom comments	0
CVE-2008-3489++ibm++exploitdb-81	send specially-crafted sql statements using the pxl cookie parameter	pass the login	0
CVE-2009-0295++ibm++nvd-3018	send specially-crafted sql statements to the index.php script using the id parameter	the id parameter	0
CVE-2011-0708++openwall++nvd-1200	"""craft the value of the 'components ' variable (int )"""	an image with a crafted image file directory (ifd ) that triggers a buffer over-read	0
CVE-2010-0012++openwall++nvd-3340	processing crafted torrent files	a .. (dot dot ) in a pathname within a .torrent file .	0
CVE-2016-5418++ibm++openwall-1110	the improper handling of hardlink archive entries of non-zero size	"""placing our delta in ctrl[0 ] (or       ctrl[1])       * will easily bypass bspatch(1)'s own sanity checks"""	0
CVE-2017-15367++exploitdb++nvd-99	escalate privileges on the server	depending on configuration	1
CVE-2009-3323++ibm++nvd-3081	send a specially-crafted url request to the common_functions.php	(3 ) lib_stats.php	1
CVE-2008-2147++openwall++nvd-843	a malicious library	a malicious library under the modules / or plugins / subdirectories of the current working directory	0
