CVE-2016-4456++ibm++nvd-2856	overwrite any file on the filesystem	overwrite and corrupt arbitrary files in the filesystem	1
CVE-2016-10155++ibm++openwall-2661	denial of service	a memory leakage issue	0
CVE-2013-4312++ibm++nvd-2522	denial of service	denial of service	1
CVE-2013-7285++ibm++openwall-575	denial of service	store arbitrary html fragment	0
CVE-2005-3730++exploitdb++nvd-1912	the theft of cookie-based authentication credentials as well as other attacks .	inject arbitrary web script or html	0
CVE-2009-2363++ibm++nvd-695	overflow a buffer and execute arbitrary code on the system or cause the application to crash	execute arbitrary code	0
CVE-2005-4205++exploitdb++nvd-1281	exploit vulnerabilities in the underlying database implementation	inject arbitrary web script or html	0
CVE-1999-1442++ibm++nvd-2593	denial of service	denial of service	1
CVE-2011-1076++ibm++nvd-2337	denial of service	denial of service	1
CVE-2010-5096++exploitdb++openwall-882	access or modify data	the manipulation or disclosure of arbitrary data	1
CVE-2014-8884++ibm++nvd-2933	denial of service	cause a denial of service (system crash ) or possibly gain privileges	0
CVE-2017-13775++openwall++nvd-2016	denial of service	denial of service	1
CVE-2011-0727++ibm++nvd-113	execute arbitrary code on the system with root privileges	change the ownership of arbitrary files	1
CVE-2010-3056++openwall++nvd-2077	debugging	(6 ) libraries/database_interface.lib.php	0
CVE-2007-1159++exploitdb++nvd-2304	and execute local scripts within the context of the affected webserver	inject arbitrary web script or html	0
CVE-2008-3957++exploitdb++nvd-1478	which will aid in further attacks	force the download of arbitrary files onto a client system	0
CVE-2011-3182++exploitdb++openwall-967	denial-of-service vulnerabilities	pointer dereference	0
CVE-2013-4579++ibm++openwall-1953	obtain the original mac address	retrieve the original mac address	1
CVE-2010-0094++ibm++exploitdb-1753	call system-level java functions via the classloader of a constructor that is being deserialized	privilege escalation	0
CVE-2010-0397++exploitdb++nvd-980	denial of service	denial of service	1
CVE-2015-5745++openwall++nvd-3348	crashing the qemu process	denial of service	1
CVE-2012-0845++openwall++nvd-2107	denial of service	denial of service	1
CVE-2015-1575++exploitdb++nvd-342	"""execute arbitrary html and script code in a user's browser session in context of an affected site"""	inject arbitrary web script or html	1
CVE-2016-5412++ibm++nvd-1272	the host to enter into an infinite loop	denial of service	1
CVE-2006-4625++ibm++nvd-3343	bypass security options set by http.conf and reset configuration options in a php.ini file	bypass certain apache http server httpd.conf options	1
CVE-2012-4231++exploitdb++nvd-69	compromise the application	inject arbitrary web script or html	0
CVE-2017-5930++openwall++nvd-438	delete protected aliases	delete protected aliases	1
CVE-2010-2959++openwall++nvd-2133	denial of service	denial of service	1
CVE-2017-14106++ibm++nvd-1842	denial of service	denial of service	1
CVE-2014-3466++ibm++nvd-515	denial of service	cause a denial of service (memory corruption ) or possibly execute arbitrary code	1
CVE-2012-5574++ibm++openwall-2464	view and read arbitrary files on the system and obtain other sensitive information	read arbitrary files on the server	0
CVE-2007-3459++ibm++nvd-1628	overwrite arbitrary files on the system	create or overwrite arbitrary files	1
CVE-2016-0971++ibm++nvd-1391	denial of service	execute arbitrary code	0
CVE-2006-6083++ibm++exploitdb-2832	view	steal cookie-based authentication credentials	1
CVE-2012-4923++exploitdb++nvd-128	execute arbitrary script on the affected server and steal cookie-based authentication credentials	inject arbitrary web script or html	1
CVE-2010-3056++openwall++nvd-2056	using debugging messages	(2 ) db_sql.php	0
CVE-2009-1755++ibm++openwall-1417	denial of service	execute arbitrary code	0
CVE-2012-4429++ibm++nvd-984	obtain sensitive information	read clipboard activity	0
CVE-2017-15367++exploitdb++nvd-92	access the bacula database and	access the bacula database and	1
CVE-2006-5413++ibm++nvd-2988	execute arbitrary code on the vulnerable web server	execute arbitrary php code	0
CVE-2018-11793++ibm++openwall-1221	denial of service	denial of service	1
CVE-2015-8853++ibm++nvd-3188	denial of service	denial of service	1
CVE-2012-1836++ibm++nvd-375	denial of service	execute arbitrary code	0
CVE-2010-0712++exploitdb++nvd-2178	or exploit latent vulnerabilities in the underlying database	execute arbitrary sql commands	0
CVE-2006-6083++ibm++exploitdb-2842	modify or delete information in the back-end database	access or modify data	1
CVE-2014-3879++openwall++nvd-2637	user authentication and session setup / teardown	bypass authentication	0
CVE-2009-0922++openwall++nvd-1517	kill connections to the postgresql server for a small amount of time	denial of service	0
CVE-2013-7285++ibm++openwall-574	denial of service	"""override jenkins | cookies in victim's browser"""	0
CVE-2017-9374++ibm++openwall-2319	denial of service	dos for host	1
CVE-2016-4535++exploitdb++nvd-2927	memory corruption	denial of service	0
CVE-2012-1177++ibm++nvd-1299	accept spoofed certificates	obtain user names and passwords	0
CVE-2012-5574++ibm++nvd-3000	view and read arbitrary files on the system and obtain other sensitive information	read arbitrary files	0
CVE-2015-8543++ibm++nvd-639	execute arbitrary code on the system with elevated privileges or cause the kernel to panic	cause a denial of service (null function pointer dereference and system crash ) or possibly gain privileges	0
CVE-2013-4485++openwall++nvd-1963	denial of service	denial of service	1
CVE-2014-3879++openwall++nvd-2636	update your vulnerable system	bypass authentication	0
CVE-2006-6083++ibm++exploitdb-2839	add	or exploit latent vulnerabilities in the underlying database implementation	1
CVE-2009-0386++ibm++openwall-2187	overflow a buffer and execute arbitrary code on the system or cause the application to crash	execute arbitrary code	0
CVE-2012-0013++exploitdb++nvd-1241	bypass the warning message	execute arbitrary code	0
CVE-2007-4567++ibm++exploitdb-3124	denial of service	denial of service	1
CVE-2017-9807++openwall++nvd-3361	complete remote takeover of the host	execute arbitrary python code or os commands	0
CVE-2014-3153++exploitdb++nvd-481	privilege escalation	gain privileges	1
CVE-2013-4200++exploitdb++openwall-1163	hijack user sessions and gain unauthorized access to the affected application	access / alter also higher nodes	0
CVE-2015-1727++exploitdb++nvd-3254	denial of service	gain privileges	0
CVE-2000-1054++exploitdb++nvd-1635	execute arbitrary code	cause a denial of service and possibly execute arbitrary commands	1
CVE-2017-15367++exploitdb++nvd-94	access the bacula database and	escalate privileges on the server	1
CVE-2008-3578++ibm++nvd-3290	denial of service	denial of service	1
CVE-2009-3896++ibm++nvd-1637	denial of service	denial of service	1
CVE-2003-0584++exploitdb++nvd-253	privilege escalation	execute arbitrary code	0
CVE-2019-10140++ibm++openwall-1288	denial of service	pre-groom the memory	0
CVE-2008-4409++ibm++openwall-2748	denial of service	denial of service	1
CVE-2007-6509++ibm++exploitdb-896	denial of service	denial of service	1
CVE-2013-1860++ibm++nvd-2741	denial of service	cause a denial of service (system crash ) or possibly execute arbitrary code	0
CVE-2008-4558++exploitdb++openwall-1664	overwrite almost any memory address	overwrite arbitrary memory and execute arbitrary code	0
CVE-2016-5126++ibm++openwall-1633	denial of service	a heap buffer overflow	0
CVE-2014-3686++openwall++nvd-1690	full control on command execution	execute arbitrary commands	1
CVE-2010-3056++openwall++nvd-2073	debugging	(2 ) db_sql.php	0
CVE-2001-0423++exploitdb++nvd-1506	execute arbitrary code with the euid of sys	a different vulnerability than can-2002-0093	0
CVE-2009-3896++ibm++nvd-3115	denial of service	denial of service	1
CVE-2003-1263++exploitdb++nvd-449	denial of service	denial of service	1
CVE-2002-0140++exploitdb++nvd-704	denial of service	cause a denial of service and possibly execute arbitrary code	0
CVE-2000-0362++exploitdb++nvd-2369	privilege escalation	gain root privileges	1
CVE-2004-1919++ibm++exploitdb-3396	the server to crash	denial of service	1
CVE-2000-0119++exploitdb++nvd-2692	the gui but not purged from the recycle bin	the windows recycle bin utility	0
CVE-2010-0361++ibm++exploitdb-2629	overflow a buffer and execute arbitrary code on the system or cause the server to crash	denial of service	0
CVE-2017-8805++ibm++nvd-1738	create symlinks to arbitrary files on the system	conduct directory traversal attacks	0
CVE-2008-3310++ibm++nvd-1102	modify or delete information in the back-end database	execute arbitrary sql commands	1
CVE-2017-15367++exploitdb++nvd-100	escalate privileges on the server	escalate privileges on the server	1
CVE-2013-7249++ibm++openwall-981	obtain sensitive information	denial of service	0
CVE-2007-2530++ibm++nvd-2935	denial of service	execute arbitrary php code	0
CVE-2011-3182++nvd++exploitdb-1548	a buffer overflow	denial-of-service vulnerabilities	0
CVE-2012-3549++openwall++nvd-1438	denial of service	denial of service	1
CVE-2017-8670++ibm++nvd-1026	execute arbitrary code on the system with privileges of the victim	execute arbitrary code in the context of the current user	1
CVE-2016-9275++ibm++nvd-12	denial of service	cause a denial of service (out-of-bounds read).	1
CVE-2011-2262++ibm++openwall-699	a partial availability impact	denial of service	0
CVE-2006-2884++exploitdb++nvd-1371	compromise the application	execute arbitrary sql commands	0
CVE-2000-0929++ibm++nvd-2882	denial of service	cause a denial of service in rtf-enabled email clients	1
CVE-2017-7892++ibm++nvd-412	denial of service	denial of service	1
CVE-2008-3076++ibm++nvd-2775	execute arbitrary shell commands on the system with privileges of the victim or cause the application to crash	shell metacharacters in filenames used by the execute and system functions within the (1 ) mz and (2 ) mc commands	1
CVE-2008-7247++ibm++openwall-201	gain unauthorized access to the application	spoof arbitrary ssl-based mysql servers	0
CVE-2008-0846++exploitdb++nvd-1947	access or modify data	execute arbitrary sql commands	0
CVE-2019-3500++ibm++openwall-2381	obtain sensitive information	obtain sensitive information	1
CVE-2009-3337++openwall++nvd-1406	execute arbitrary sql commands	execute arbitrary sql commands	1
CVE-2008-0944++exploitdb++nvd-793	or overwrite files with arbitrary content	denial of service	0
CVE-2010-2246++openwall++nvd-2871	arbitrary code execution	execute arbitrary commands	1
CVE-2006-2884++exploitdb++nvd-1373	steal cookie-based authentication credentials	execute arbitrary sql commands	0
CVE-2000-1053++ibm++exploitdb-706	gain administrative privileges on the system	send user-input to a file on the filesystem	0
CVE-2013-2128++openwall++nvd-1251	a kernel crash	denial of service	1
CVE-2012-2672++openwall++nvd-844	read facescontext from other applications	obtain context information an access resources from another war file	0
CVE-1999-0960++exploitdb++nvd-528	gain root on the system	create directories in arbitrary locations	1
CVE-2017-7692++exploitdb++openwall-787	execute arbitrary code	execute arbitrary code	1
CVE-2015-7809++openwall++nvd-1643	execute arbitrary code	execute arbitrary code	1
CVE-2010-1085++openwall++nvd-2253	denial of service	denial of service	1
CVE-2008-6233++ibm++nvd-632	view	execute arbitrary sql commands	0
CVE-2011-4077++openwall++nvd-2969	or potentially	cause a denial of service (memory corruption and crash ) and possibly execute arbitrary code	0
CVE-2017-9374++ibm++openwall-2320	denial of service	a memory leakage issue	0
CVE-2012-0875++ibm++openwall-86	denial of service	crash the local machine	1
CVE-2017-0412++ibm++exploitdb-1269	execute arbitrary code within the context of a privileged process	abort	0
CVE-2017-7892++ibm++nvd-2641	denial of service	denial of service	1
CVE-2013-7285++ibm++openwall-572	denial of service	session | hijacking attack	0
CVE-2011-0518++exploitdb++nvd-3110	execute arbitrary code	include and execute arbitrary local files	0
CVE-2007-1499++ibm++nvd-1400	"or perform phishing attacks"""	conduct phishing attacks and possibly execute arbitrary code	0
CVE-2014-9420++ibm++nvd-687	denial of service	denial of service	1
CVE-2014-4703++exploitdb++nvd-1412	obtain sensitive information like passwords that should only be accessible by root user	a symlink attack on the configuration file in the extra-opts flag	0
CVE-2004-1973++ibm++exploitdb-1180	denial of service	denial of service	1
CVE-2016-5126++ibm++openwall-1632	denial of service	dos or potentially leverage it to execute arbitrary code with privileges of the qemu process on the host	0
CVE-2011-2512++ibm++openwall-1818	denial of service	escalate their privileges on the host	0
CVE-2012-1836++openwall++nvd-2220	execute arbitrary code	execute arbitrary code	1
CVE-2015-9261++openwall++nvd-2700	denial of service	denial of service	1
CVE-2017-2671++ibm++exploitdb-1650	the system to panic	denial of service	1
CVE-2010-3056++openwall++nvd-2088	debugging	and (17 ) tbl_sql.php	0
CVE-2006-5883++exploitdb++nvd-3264	arbitrary script code execute in the browser of an unsuspecting user in the context of the affected site	inject arbitrary web script or html	0
CVE-2010-3056++openwall++nvd-2082	debugging	(11 ) libraries/sqlparser.lib.php	0
CVE-2009-1755++ibm++openwall-1416	denial of service	denial of service	1
CVE-2008-0540++exploitdb++nvd-2696	execute arbitrary script code in the browser of an unsuspecting user in the context of the affected site	inject arbitrary web script or html	0
CVE-2017-7456++ibm++nvd-647	denial of service	cause a denial of service	1
CVE-2010-3679++ibm++nvd-2112	denial of service	denial of service	1
CVE-2007-1142++exploitdb++nvd-3194	execute arbitrary php code in the context of the webserver process or to steal cookie-based authentication credentials	inject arbitrary web script or html	0
CVE-2005-4400++exploitdb++nvd-686	the theft of cookie-based authentication credentials as well as other attacks .	inject arbitrary web script or html	0
CVE-2014-8504++ibm++openwall-3357	denial of service	crasher	0
CVE-2013-4397++ibm++nvd-2628	overflow a buffer and execute arbitrary code on the system or cause the application to crash	cause a denial of service (crash ) and possibly execute arbitrary code	1
CVE-2011-1072++openwall++nvd-420	overwrite critical system files	overwrite arbitrary files	1
CVE-2002-2041++ibm++nvd-3187	overflow a buffer and execute arbitrary commands on the system with root privileges	execute arbitrary code	0
CVE-2007-0020++ibm++nvd-1553	denial of service	execute arbitrary code	0
CVE-2011-0708++ibm++exploitdb-2213	denial of service	denial of service	1
CVE-2002-2134++exploitdb++nvd-491	execution of attacker-supplied php code with the privileges of the webserver	execute arbitrary php code	1
CVE-2010-0361++ibm++exploitdb-2630	overflow a buffer and execute arbitrary code on the system or cause the server to crash	execute arbitrary code	0
CVE-2010-3056++openwall++nvd-1747	using debugging messages	inject arbitrary web script or html	0
CVE-2016-3137++ibm++nvd-2893	denial of service	denial of service	1
CVE-2019-10183++openwall++nvd-2500	process listing	process listing	1
CVE-2017-6830++ibm++nvd-39	denial of service	denial of service	1
CVE-2017-11420++ibm++openwall-22	overflow a buffer and execute arbitrary code on the system	remote command/code execution	0
CVE-2008-3957++exploitdb++nvd-1481	arbitrary file overwrite	force the download of arbitrary files onto a client system	0
CVE-2014-9258++ibm++nvd-851	modify or delete information in the back-end database	execute arbitrary sql commands	0
CVE-2003-0854++exploitdb++nvd-971	denial of service	consume a large amount of memory	0
CVE-2007-4850++exploitdb++nvd-2724	gain access to restricted files	bypass safe_mode and open_basedir restrictions and read arbitrary files	0
CVE-2010-2246++openwall++nvd-2872	a redirect (via tinyurl or similar ) to a malicious url	execute arbitrary commands	0
CVE-2005-1289++ibm++nvd-3012	"""execute arbitrary operating system commands on the victim's system"	execute arbitrary commands	1
CVE-2017-15367++exploitdb++nvd-98	escalate privileges on the server	access the bacula database and	1
CVE-2000-0096++exploitdb++nvd-3277	denial of service	gain privileges	0
CVE-2016-5851++ibm++nvd-1123	denial of service	conduct xml external entity (xxe ) attacks	0
CVE-2008-7247++ibm++openwall-202	gain unauthorized access to the application	bypass intended access restrictions	1
CVE-2015-7516++openwall++nvd-2771	denial of service	denial of service	1
CVE-2002-2134++exploitdb++nvd-489	provide local access to the attacker	execute arbitrary php code	1
CVE-2011-4077++openwall++nvd-2970	elevate his privileges on that system	cause a denial of service (memory corruption and crash ) and possibly execute arbitrary code	0
CVE-2013-5028++ibm++exploitdb-1713	view	compromise the application	1
CVE-2010-0361++ibm++nvd-2238	overflow a buffer and execute arbitrary code on the system or cause the server to crash	denial of service	0
CVE-2012-4564++ibm++nvd-1504	overflow a buffer and execute arbitrary code on the system with elevated privileges or cause the affected application to crash	cause a denial of service (crash ) and possibly execute arbitrary code	1
CVE-2006-3059++exploitdb++nvd-1350	execute arbitrary code with the privileges of the user running excel	execute arbitrary code	1
CVE-2009-1030++exploitdb++nvd-1486	run unlimited blogs with a single install of wordpress	inject arbitrary web script or html	0
CVE-2003-0050++exploitdb++nvd-517	remote execution	execute arbitrary code	1
CVE-2008-3489++ibm++nvd-2296	view	execute arbitrary sql commands	1
CVE-2016-2848++ibm++nvd-2574	denial of service	denial of service	1
CVE-2008-2711++ibm++nvd-714	denial of service	denial of service	1
CVE-2006-0700++exploitdb++nvd-226	gain access to restrict areas of the site	obtain folder permission settings	1
CVE-2015-5745++ibm++nvd-2744	denial of service	denial of service	1
CVE-2014-9258++ibm++nvd-850	add	execute arbitrary sql commands	0
CVE-2013-4200++exploitdb++openwall-1165	hijack user sessions and gain unauthorized access to the affected application	email spoofing attacks	0
CVE-2019-10038++exploitdb++nvd-636	execute arbitrary code	execute arbitrary programs	1
CVE-2008-4558++exploitdb++openwall-1663	"""compromise a user's system"""	overwrite arbitrary memory and execute arbitrary code	0
CVE-2009-1030++exploitdb++nvd-1487	gain administrator privileges on the vi	inject arbitrary web script or html	0
CVE-2009-0770++ibm++nvd-2501	denial of service	denial of service	1
CVE-2014-0102++ibm++openwall-1828	denial of service	crash the system	1
CVE-2009-1389++openwall++nvd-1149	denial of service	denial of service	1
CVE-2007-1024++exploitdb++nvd-2196	execute arbitrary php code in the context of the webserver process	execute arbitrary php code	0
CVE-2008-5102++exploitdb++nvd-1444	denial of service	denial of service	1
CVE-2011-0708++ibm++exploitdb-1522	denial of service	denial of service	1
CVE-2007-3638++exploitdb++nvd-2886	denial of service	execute arbitrary code	0
CVE-2017-14497++ibm++nvd-829	denial of service	denial of service	1
CVE-2010-3056++openwall++nvd-2066	using debugging messages	(12 ) server_databases.php	0
CVE-2014-9939++ibm++openwall-3037	the application to crash	denial of service	1
CVE-2018-1999023++ibm++openwall-2974	execute arbitrary code on the system	execute arbitrary code	1
CVE-2016-6855++ibm++nvd-1895	denial of service	denial of service	1
CVE-2014-9682++openwall++nvd-2370	arbitrary command execution	execute arbitrary commands	1
CVE-2006-0715++ibm++exploitdb-148	"""steal the victim's cookie-based authentication credentials"""	or exploit vulnerabilities in the underlying database implementation	0
CVE-2019-17570++openwall++nvd-703	execute arbitrary code	execute arbitrary code	1
CVE-2016-2385++openwall++nvd-1929	memory corruption	cause a denial of service (memory corruption and process crash ) or possibly execute arbitrary code	0
CVE-2015-4142++ibm++nvd-2773	denial of service	denial of service	1
CVE-2010-3964++exploitdb++nvd-2779	execute an arbitrary payload on vulnerable installations of sharepoint on windows 2003 servers	execute arbitrary code	1
CVE-2008-3834++ibm++openwall-1584	denial of service	denial of service	1
CVE-2009-0751++exploitdb++nvd-630	denial of service	denial of service	1
CVE-2004-1220++exploitdb++nvd-2517	bypass the login	denial of service	0
CVE-2008-0015++exploitdb++nvd-350	denial of service	execute arbitrary code	0
CVE-2006-0700++exploitdb++nvd-228	information disclosure	obtain folder permission settings	1
CVE-2004-0304++ibm++nvd-2154	view	gain unauthorized access and execute arbitrary commands	0
CVE-2011-0546++ibm++nvd-2802	gain elevated privileges and execute arbitrary ndmp commands on the system	execute ndmp commands	0
CVE-2007-2919++ibm++nvd-2900	denial of service	cause a denial of service (crash ) or execute arbitrary code	0
CVE-2017-0412++ibm++exploitdb-1270	execute arbitrary code within the context of a privileged process	trigger an inter-process munmap with a controlled size	0
CVE-2010-4262++ibm++openwall-583	denial of service	execute arbitrary code	0
CVE-2015-7747++ibm++nvd-1387	denial of service	cause a denial of service (program crash ) or possibly execute arbitrary code	0
CVE-2014-5289++ibm++nvd-1421	overflow a buffer and execute arbitrary code on the system or cause the application to crash	execute arbitrary code	0
CVE-2010-4742++exploitdb++nvd-860	execute arbitrary code	execute arbitrary code	1
CVE-2014-3686++ibm++openwall-596	execute arbitrary commands on the system	arbitrary command execution	1
CVE-2013-5028++ibm++exploitdb-1718	add	or exploit latent vulnerabilities in the underlying database	1
CVE-2002-2296++ibm++nvd-1925	"and possibly modify the victim's password"""	inject arbitrary web script or html	0
CVE-2009-1385++ibm++nvd-55	denial of service	denial of service	1
CVE-2014-2653++ibm++openwall-1469	an error in the ssh client when handling a hostcertificate	not check sshfp if server offers certificate	0
CVE-2006-0673++exploitdb++nvd-1338	compromise the application	execute arbitrary sql commands	0
CVE-2014-3686++ibm++openwall-597	execute arbitrary commands on the system	full control on command execution	1
CVE-2016-0971++exploitdb++nvd-2952	denial of service	execute arbitrary code	0
CVE-2011-1081++ibm++nvd-674	denial of service	denial of service	1
CVE-2007-6654++ibm++nvd-1405	denial of service	execute arbitrary code	0
CVE-2009-0215++ibm++nvd-1194	"""overflow a buffer and execute arbitrary code on the system with the privileges of the victim or cause the victim's browser to crash"""	execute arbitrary code	0
CVE-2000-1054++exploitdb++nvd-1634	denial of service	cause a denial of service and possibly execute arbitrary commands	1
CVE-2017-11434++openwall++nvd-3229	an oob read issue	denial of service	0
CVE-2013-5028++ibm++exploitdb-1716	add	compromise the application	1
CVE-2005-1633++exploitdb++nvd-2541	arbitrary script code executed in the browser of an unsuspecting user	execute arbitrary sql commands	0
CVE-2008-1878++openwall++nvd-866	a denial of service (crash ) and possibly execute arbitrary code	cause a denial of service (crash ) and possibly execute arbitrary code	1
CVE-2010-0468++exploitdb++nvd-312	execute arbitrary script code in the browser of an unsuspecting user in the context of the affected site	inject arbitrary web script or html	0
CVE-2006-6083++ibm++exploitdb-2834	view	access or modify data	1
CVE-2010-3859++openwall++nvd-1989	escalate privileges to root	gain privileges	1
CVE-2012-3549++ibm++openwall-352	denial of service	denial of service	1
CVE-2017-7692++exploitdb++openwall-788	execute arbitrary code	execute arbitrary shell commands on the remote server	1
CVE-2017-11420++ibm++openwall-21	overflow a buffer and execute arbitrary code on the system	execute arbitrary code	0
CVE-2016-8862++ibm++nvd-602	denial of service	have unspecified impact	0
CVE-2018-5407++ibm++exploitdb-1808	"""run a malicious process next to legitimate processes using the architecture聮s parallel thread running capabilities to leak encrypted data from the cpu's internal processes.\\r\\n\\r\\nnote : this vulnerability is known as portsmash"""	produce a p-384 signature	0
CVE-2014-8553++ibm++nvd-3211	obtain the user real name and email information	obtain sensitive information	0
CVE-2008-3443++ibm++exploitdb-1385	denial of service	denial of service	1
CVE-2013-4485++openwall++nvd-1962	submit this type of search request	denial of service	0
CVE-2009-4031++ibm++nvd-159	cause latencies on the host system using vectors related to smp support	cause a denial of service (increased scheduling latency ) on the host os	1
CVE-2010-1147++openwall++nvd-685	to arbitrary code execution with the privileges of the user running opendchub	execute arbitrary code	1
CVE-2010-3056++openwall++nvd-2055	using debugging messages	vectors related to (1 ) db_search.php	0
CVE-2017-9374++openwall++nvd-3049	dos for host	denial of service	1
CVE-2010-1455++ibm++nvd-3210	denial of service	denial of service	1
CVE-2007-4328++nvd++exploitdb-30	remote file inclusion	remote file inclusion	1
CVE-2015-3253++ibm++openwall-1841	deserialize objects and execute arbitrary code on the system or cause a denial of service	denial of service	0
CVE-2018-11793++ibm++openwall-2529	denial of service	denial of service	1
CVE-2017-6074++exploitdb++nvd-1991	denial of service	denial of service	1
